,ligand,cluster_name
23086,EFU,EFU
23087,EFT,EFT
23088,EFQ,EFQ
23089,EFP,EFP
23090,EFM,EFM
23091,JAS,JAS
23092,EFL,EFL
23093,EGE,EGE
23094,EGJ,EGJ
23095,EHT,EHT
23096,EHQ,EHQ
23097,EHH,EHH
23098,EHD,EHD
23099,EHA,EHA
23100,EH8,EH8
23101,EH5,EH5
23102,EH2,EH2
23103,EG5,EG5
23104,EG6,EG6
23105,EG7,EG7
23106,EAE,EAE
23107,E9W,E9W
23108,JA4,JA4
23109,E9T,E9T
23110,E9S,E9S
23111,E9N,E9N
23112,JA7,JA7
23113,E9A,E9A
23114,EBC,EBC
23115,EAD,EAD
23116,EB9,EB9
23117,EB8,EB8
23118,EB7,EB7
23119,EB5,EB5
23120,EB3,EB3
23121,EB2,EB2
23122,EB1,EB1
23123,EB0,EB0
23124,JAD,JAD
23125,EAW,EAW
23126,EAV,EAV
23127,JAF,JAF
23128,EAS,EAS
23129,JAI,JAI
23130,EGZ,EGZ
23131,EGT,EGT
23132,D7C,D7C
23133,JB6,JB6
23134,D5W,D5W
23135,D5N,D5N
23136,D5I,D5I
23137,D5H,D5H
23138,JB3,JB3
23139,D5B,D5B
23140,D59,D59
23141,D58,D58
23142,D69,D69
23143,D56,D56
23144,D6I,D6I
23145,D7B,D7B
23146,EGN,EGN
23147,D7A,D7A
23148,D79,D79
23149,D78,D78
23150,JB7,JB7
23151,D76,D76
23152,D73,D73
23153,D70,D70
23154,D6Z,D6Z
23155,D6X,D6X
23156,D6T,D6T
23157,D6J,D6J
23158,D61,D61
23159,D66,D66
23160,DS2,DS2
23161,DS4,DS4
23162,EGH,EGH
23163,EFK,EFK
23164,JAV,JAV
23165,EEC,EEC
23166,EEB,EEB
23167,EEA,EEA
23168,EE7,EE7
23169,EDZ,EDZ
23170,EDS,EDS
23171,EDJ,EDJ
23172,JAY,JAY
23173,EDH,EDH
23174,EEF,EEF
23175,EFD,EFD
23176,EF1,EF1
23177,EHW,EHW
23178,EEU,EEU
23179,EEQ,EEQ
23180,JB1,JB1
23181,EEN,EEN
23182,EEK,EEK
23183,EEJ,EEJ
23184,ER8,ER8
23185,CX4,CX4
23186,CW4,CW4
23187,DK5,DK5
23188,DPA,DPA
23189,DRR,DRR
23190,J4Y,J4Y
23191,DRM,DRM
23192,DRJ,DRJ
23193,DRG,DRG
23194,DRF,DRF
23195,DRD,DRD
23196,DQJ,DQJ
23197,DPE,DPE
23198,DPB,DPB
23199,J4Z,J4Z
23200,DP8,DP8
23201,DEV,DEV
23202,J51,J51
23203,DQD,DQD
23204,DQB,DQB
23205,DQ7,DQ7
23206,DQ6,DQ6
23207,DQ2,DQ2
23208,DPZ,DPZ
23209,J52,J52
23210,DPW,DPW
23211,J53,J53
23212,DPU,DPU
23213,DRV,DRV
23214,DRX,DRX
23215,DRY,DRY
23216,DQM,DQM
23217,DKP,DKP
23218,DKN,DKN
23219,DKM,DKM
23220,DKK,DKK
23221,DLH,DLH
23222,DLJ,DLJ
23223,DM9,DM9
23224,DM4,DM4
23225,DM3,DM3
23226,J4P,J4P
23227,DLT,DLT
23228,J4S,J4S
23229,DLR,DLR
23230,DLN,DLN
23231,DLM,DLM
23232,DLI,DLI
23233,J4W,J4W
23234,J4X,J4X
23235,DR9,DR9
23236,DR5,DR5
23237,DQT,DQT
23238,DQS,DQS
23239,DQP,DQP
23240,J54,J54
23241,DEL,DEL
23242,DKV,DKV
23243,DJ1,DJ1
23244,DE4,DE4
23245,DDW,DDW
23246,DDK,DDK
23247,J3H,J3H
23248,DDH,DDH
23249,DDG,DDG
23250,J3J,J3J
23251,DDD,DDD
23252,DDC,DDC
23253,DD5,DD5
23254,DFW,DFW
23255,J3M,J3M
23256,DEJ,DEJ
23257,J3N,J3N
23258,DIT,DIT
23259,DID,DID
23260,DIC,DIC
23261,J3P,J3P
23262,DI9,DI9
23263,J3Q,J3Q
23264,DI6,DI6
23265,DJ6,DJ6
23266,DI5,DI5
23267,DJ9,DJ9
23268,DD2,DD2
23269,DC2,DC2
23270,DCH,DCH
23271,DCO,DCO
23272,DEI,DEI
23273,DEH,DEH
23274,DE9,DE9
23275,DE7,DE7
23276,DF2,DF2
23277,DFQ,DFQ
23278,J57,J57
23279,DFM,DFM
23280,DFK,DFK
23281,DFJ,DFJ
23282,J5A,J5A
23283,J4H,J4H
23284,J4E,J4E
23285,J3A,J3A
23286,J3G,J3G
23287,DFE,DFE
23288,DF8,DF8
23289,DF6,DF6
23290,DF5,DF5
23291,DF3,DF3
23292,DF1,DF1
23293,DE5,DE5
23294,DD1,DD1
23295,DKS,DKS
23296,DKW,DKW
23297,CVT,CVT
23298,D2Q,D2Q
23299,D1J,D1J
23300,D1I,D1I
23301,D1F,D1F
23302,D27,D27
23303,D28,D28
23304,JDV,JDV
23305,D2U,D2U
23306,JDY,JDY
23307,D2S,D2S
23308,JDD,JDD
23309,D2R,D2R
23310,D2O,D2O
23311,D05,D05
23312,D2M,D2M
23313,D2J,D2J
23314,D2H,D2H
23315,D2F,D2F
23316,D2E,D2E
23317,D2C,D2C
23318,D2B,D2B
23319,D29,D29
23320,D1C,D1C
23321,D1B,D1B
23322,D1A,D1A
23323,D1K,D1K
23324,D1M,D1M
23325,D1Q,D1Q
23326,D1S,D1S
23327,CVQ,CVQ
23328,CVE,CVE
23329,CWA,CWA
23330,CX5,CX5
23331,JBI,JBI
23332,CX1,CX1
23333,CWZ,CWZ
23334,CWY,CWY
23335,CWX,CWX
23336,CWW,CWW
23337,CWV,CWV
23338,CWT,CWT
23339,JDJ,JDJ
23340,CWN,CWN
23341,JDR,JDR
23342,CWK,CWK
23343,CWG,CWG
23344,D24,D24
23345,D23,D23
23346,D21,D21
23347,D1Y,D1Y
23348,D1V,D1V
23349,D1U,D1U
23350,D0A,D0A
23351,JBS,JBS
23352,DKY,DKY
23353,DNT,DNT
23354,J88,J88
23355,DNK,DNK
23356,J4G,J4G
23357,J4K,J4K
23358,DOK,DOK
23359,DOJ,DOJ
23360,DO8,DO8
23361,DO1,DO1
23362,DNY,DNY
23363,J4M,J4M
23364,DNV,DNV
23365,DNS,DNS
23366,D02,D02
23367,J4N,J4N
23368,DMC,DMC
23369,DLF,DLF
23370,DLC,DLC
23371,DLB,DLB
23372,DL8,DL8
23373,DL7,DL7
23374,DL6,DL6
23375,DL4,DL4
23376,DL3,DL3
23377,DL2,DL2
23378,DMZ,DMZ
23379,DN1,DN1
23380,DN2,DN2
23381,DN5,DN5
23382,D01,D01
23383,JBT,JBT
23384,JC1,JC1
23385,JC5,JC5
23386,JC7,JC7
23387,D0H,D0H
23388,D19,D19
23389,D18,D18
23390,D17,D17
23391,D14,D14
23392,JCF,JCF
23393,D31,D31
23394,D0U,D0U
23395,D0R,D0R
23396,D0P,D0P
23397,D0O,D0O
23398,D0K,D0K
23399,D0X,D0X
23400,DS3,DS3
23401,DBY,DBY
23402,JCG,JCG
23403,JCT,JCT
23404,DN9,DN9
23405,E9Z,E9Z
23406,EA3,EA3
23407,EA5,EA5
23408,E3O,E3O
23409,E2I,E2I
23410,KB7,KB7
23411,KB8,KB8
23412,E28,E28
23413,E27,E27
23414,E26,E26
23415,KBA,KBA
23416,E22,E22
23417,E1Z,E1Z
23418,KBD,KBD
23419,E3P,E3P
23420,E3N,E3N
23421,E0K,E0K
23422,E3K,E3K
23423,E3G,E3G
23424,E3F,E3F
23425,E3B,E3B
23426,E39,E39
23427,E38,E38
23428,E37,E37
23429,E36,E36
23430,E34,E34
23431,E1P,E1P
23432,E0N,E0N
23433,E2J,E2J
23434,E2K,E2K
23435,E2P,E2P
23436,GP6,GP6
23437,JV2,JV2
23438,JUZ,JUZ
23439,JUY,JUY
23440,JUV,JUV
23441,KAT,KAT
23442,KAW,KAW
23443,JW2,JW2
23444,JW3,JW3
23445,JW4,JW4
23446,JXG,JXG
23447,JXD,JXD
23448,JXA,JXA
23449,JX1,JX1
23450,JWY,JWY
23451,JWV,JWV
23452,JWM,JWM
23453,KAZ,KAZ
23454,KB0,KB0
23455,JWK,JWK
23456,KB2,KB2
23457,JWH,JWH
23458,JWB,JWB
23459,JWP,JWP
23460,E0M,E0M
23461,E0E,E0E
23462,JV8,JV8
23463,E6U,E6U
23464,E7V,E7V
23465,E7T,E7T
23466,K9Q,K9Q
23467,E7H,E7H
23468,K9V,K9V
23469,E7E,E7E
23470,E7D,E7D
23471,K9W,K9W
23472,E78,E78
23473,E75,E75
23474,E71,E71
23475,E86,E86
23476,E0D,E0D
23477,E88,E88
23478,E90,E90
23479,E8S,E8S
23480,E8R,E8R
23481,E8P,E8P
23482,E8M,E8M
23483,E8K,E8K
23484,E8J,E8J
23485,E8G,E8G
23486,E8F,E8F
23487,E8C,E8C
23488,E7W,E7W
23489,E82,E82
23490,E3Z,E3Z
23491,E0S,E0S
23492,E0C,E0C
23493,E0B,E0B
23494,E0A,E0A
23495,E08,E08
23496,E05,E05
23497,E04,E04
23498,KA7,KA7
23499,E02,E02
23500,K8X,K8X
23501,E0P,E0P
23502,E1S,E1S
23503,K9B,K9B
23504,K9J,K9J
23505,E1B,E1B
23506,E18,E18
23507,E17,E17
23508,E16,E16
23509,K9M,K9M
23510,E15,E15
23511,E14,E14
23512,E12,E12
23513,E10,E10
23514,E0V,E0V
23515,JV5,JV5
23516,JVB,JVB
23517,EBD,EBD
23518,JUJ,JUJ
23519,JSV,JSV
23520,JST,JST
23521,JSN,JSN
23522,JSH,JSH
23523,JSB,JSB
23524,JTF,JTF
23525,JTG,JTG
23526,JTJ,JTJ
23527,JUN,JUN
23528,JUM,JUM
23529,JUK,JUK
23530,JUH,JUH
23531,JQQ,JQQ
23532,JUE,JUE
23533,JUB,JUB
23534,JU7,JU7
23535,JU5,JU5
23536,JU4,JU4
23537,JTU,JTU
23538,JTT,JTT
23539,JTS,JTS
23540,JTM,JTM
23541,KAR,KAR
23542,JS7,JS7
23543,JSZ,JSZ
23544,JT6,JT6
23545,JTD,JTD
23546,KAQ,KAQ
23547,K6X,K6X
23548,K6V,K6V
23549,K6M,K6M
23550,K6K,K6K
23551,K68,K68
23552,K66,K66
23553,K62,K62
23554,K60,K60
23555,K5Y,K5Y
23556,KAH,KAH
23557,K74,K74
23558,K76,K76
23559,K8M,K8M
23560,K88,K88
23561,K87,K87
23562,K86,K86
23563,K85,K85
23564,K83,K83
23565,KAM,KAM
23566,K7G,K7G
23567,K7D,K7D
23568,K78,K78
23569,JPV,JPV
23570,JQV,JQV
23571,JQN,JQN
23572,JVD,JVD
23573,JZP,JZP
23574,JYJ,JYJ
23575,JYG,JYG
23576,JY4,JY4
23577,JY1,JY1
23578,JZF,JZF
23579,JZG,JZG
23580,K05,K05
23581,JZY,JZY
23582,JZX,JZX
23583,JZW,JZW
23584,JZT,JZT
23585,JZM,JZM
23586,JQK,JQK
23587,JZK,JZK
23588,JZJ,JZJ
23589,JZH,JZH
23590,JXP,JXP
23591,JXM,JXM
23592,JW1,JW1
23593,JVZ,JVZ
23594,JVS,JVS
23595,JVP,JVP
23596,JVH,JVH
23597,JVE,JVE
23598,JYV,JYV
23599,JYY,JYY
23600,JZ5,JZ5
23601,JZ7,JZ7
23602,JQG,JQG
23603,JQD,JQD
23604,JQA,JQA
23605,JQ7,JQ7
23606,JR3,JR3
23607,JR4,JR4
23608,JR6,JR6
23609,JS3,JS3
23610,JRW,JRW
23611,JRV,JRV
23612,JRT,JRT
23613,JRQ,JRQ
23614,JRN,JRN
23615,JRK,JRK
23616,JRH,JRH
23617,JRG,JRG
23618,JR9,JR9
23619,JR8,JR8
23620,JR5,JR5
23621,JUP,JUP
23622,JZE,JZE
23623,JZC,JZC
23624,JZB,JZB
23625,E6T,E6T
23626,E4W,E4W
23627,E4V,E4V
23628,EK7,EK7
23629,EIN,EIN
23630,EIM,EIM
23631,EJS,EJS
23632,EJV,EJV
23633,EKQ,EKQ
23634,EKP,EKP
23635,EKN,EKN
23636,EKK,EKK
23637,EKH,EKH
23638,EKA,EKA
23639,EK9,EK9
23640,EK5,EK5
23641,EQZ,EQZ
23642,EK4,EK4
23643,EK3,EK3
23644,EK2,EK2
23645,EK0,EK0
23646,EJT,EJT
23647,EPT,EPT
23648,K35,K35
23649,K3G,K3G
23650,EPK,EPK
23651,EPD,EPD
23652,EP8,EP8
23653,K2Z,K2Z
23654,EJ5,EJ5
23655,EJ7,EJ7
23656,EJ8,EJ8
23657,DXJ,DXJ
23658,DS5,DS5
23659,E94,E94
23660,E97,E97
23661,EM1,EM1
23662,ELP,ELP
23663,ELN,ELN
23664,ELG,ELG
23665,EL7,EL7
23666,EM6,EM6
23667,EMW,EMW
23668,EMN,EMN
23669,EML,EML
23670,EMK,EMK
23671,EMJ,EMJ
23672,K53,K53
23673,EMD,EMD
23674,EM9,EM9
23675,EM7,EM7
23676,EJH,EJH
23677,EJE,EJE
23678,EJD,EJD
23679,K54,K54
23680,EQ7,EQ7
23681,EQW,EQW
23682,E4T,E4T
23683,EBM,EBM
23684,E96,E96
23685,EHV,EHV
23686,EC8,EC8
23687,EC7,EC7
23688,EC5,EC5
23689,EC4,EC4
23690,EC2,EC2
23691,EBY,EBY
23692,EBV,EBV
23693,EBT,EBT
23694,EBN,EBN
23695,EBI,EBI
23696,EQV,EQV
23697,EDB,EDB
23698,K3U,K3U
23699,ED9,ED9
23700,ED8,ED8
23701,ED7,ED7
23702,ED4,ED4
23703,ED1,ED1
23704,ECV,ECV
23705,K3Y,K3Y
23706,K44,K44
23707,JPS,JPS
23708,EO7,EO7
23709,EO8,EO8
23710,EO9,EO9
23711,K3T,K3T
23712,EQM,EQM
23713,EQI,EQI
23714,EQH,EQH
23715,EQG,EQG
23716,EP6,EP6
23717,EP5,EP5
23718,ENY,ENY
23719,ENT,ENT
23720,ENM,ENM
23721,ENJ,ENJ
23722,ENH,ENH
23723,ENG,ENG
23724,ENF,ENF
23725,ENE,ENE
23726,END,END
23727,ENA,ENA
23728,EN8,EN8
23729,ENZ,ENZ
23730,EO1,EO1
23731,EO4,EO4
23732,EO5,EO5
23733,EP4,EP4
23734,EP2,EP2
23735,K51,K51
23736,DXI,DXI
23737,DZX,DZX
23738,DVM,DVM
23739,DU5,DU5
23740,K1Y,K1Y
23741,DV4,DV4
23742,K20,K20
23743,DW4,DW4
23744,DVZ,DVZ
23745,DVX,DVX
23746,DVW,DVW
23747,DVR,DVR
23748,DVQ,DVQ
23749,DVN,DVN
23750,DVK,DVK
23751,DXM,DXM
23752,DVJ,DVJ
23753,DVD,DVD
23754,DW5,DW5
23755,DTW,DTW
23756,DT1,DT1
23757,K22,K22
23758,DSV,DSV
23759,K23,K23
23760,DSK,DSK
23761,DSI,DSI
23762,DS7,DS7
23763,DU8,DU8
23764,K1U,K1U
23765,DUH,DUH
23766,DUL,DUL
23767,E4E,E4E
23768,E4D,E4D
23769,E4B,E4B
23770,E49,E49
23771,K9Y,K9Y
23772,E48,E48
23773,E46,E46
23774,E43,E43
23775,E50,E50
23776,E52,E52
23777,KA4,KA4
23778,E6D,E6D
23779,E63,E63
23780,E62,E62
23781,DZZ,DZZ
23782,E5W,E5W
23783,E5T,E5T
23784,E5G,E5G
23785,E57,E57
23786,DZW,DZW
23787,DUW,DUW-like
23788,MEA,DUW-like
23789,H7V,DUW-like
23790,DUV,DUV
23791,DUO,DUO
23792,DS6,DS6
23793,DT3,DT3
23794,DTX,DTX
23795,DZK,DZK
23796,DZH,DZH
23797,DZD,DZD
23798,DZC,DZC
23799,DZ9,DZ9
23800,DZ8,DZ8
23801,DZ7,DZ7
23802,DZ5,DZ5
23803,DXZ,DXZ
23804,DXY,DXY
23805,DX0,DX0
23806,DWY,DWY
23807,DWX,DWX
23808,DWW,DWW
23809,DWV,DWV
23810,DWN,DWN
23811,DWJ,DWJ
23812,DWH,DWH
23813,DWF,DWF
23814,DWD,DWD
23815,DWC,DWC
23816,DWB,DWB
23817,DXO,DXO
23818,K4K,K4K
23819,K2U,K2U
23820,K19,K19
23821,DT4,DT4
23822,DZO,DZO
23823,DTS,DTS
23824,DTJ,DTJ
23825,DTI,DTI
23826,DTF,DTF
23827,DTE,DTE
23828,K29,K29
23829,DT9,DT9
23830,DT8,DT8
23831,DWA,DWA
23832,DZ0,DZ0
23833,DYZ,DYZ
23834,K2E,K2E
23835,DYM,DYM
23836,K0Y,K0Y
23837,K10,K10
23838,DYB,DYB
23839,DY5,DY5
23840,DY4,DY4
23841,DZ6,DZ6
23842,DZT,DZT
23843,DZR,DZR
23844,K11,K11
23845,K15,K15
23846,J3W,J3W
23847,DK3,DK3
23848,SR3,SR3
23849,FJY,FJY
23850,EXM,EXM
23851,FQ4,FQ4
23852,JPD,JPD
23853,FKO,FKO
23854,FKN,FKN
23855,FKM,FKM
23856,FKL,FKL
23857,JOH,JOH
23858,FKA,FKA
23859,FK4,FK4
23860,FJZ,FJZ
23861,JOG,JOG
23862,FLW,FLW
23863,FLS,FLS
23864,FLQ,FLQ
23865,FLL,FLL
23866,FLK,FLK
23867,FLJ,FLJ
23868,FLI,FLI
23869,FLG,FLG
23870,FLD,FLD
23871,FL7,FL7
23872,FL4,FL4
23873,FL1,FL1
23874,JPC,JPC
23875,EXO,EXO
23876,EXP,EXP
23877,EXV,EXV
23878,EZZ,EZZ
23879,JOW,JOW
23880,EYH,EYH
23881,JOY,JOY
23882,EX5,EX5
23883,EX4,EX4
23884,EX1,EX1
23885,EWZ,EWZ
23886,EWY,EWY
23887,EWV,EWV
23888,EWN,EWN
23889,JP2,JP2
23890,EWJ,EWJ
23891,EW8,EW8
23892,EW5,EW5
23893,EW2,EW2
23894,JP7,JP7
23895,JP8,JP8
23896,EY8,EY8
23897,EY7,EY7
23898,EY5,EY5
23899,EXX,EXX
23900,F0V,F0V
23901,FKW,FKW
23902,JNG,JNG
23903,F0B,F0B
23904,JOA,JOA
23905,FJ1,FJ1
23906,FIT,FIT
23907,FIR,FIR
23908,FIN,FIN
23909,FLX,FLX
23910,FLY,FLY
23911,FLZ,FLZ
23912,JO5,JO5
23913,FOV,FOV
23914,FOJ,FOJ
23915,JO8,JO8
23916,JOD,JOD
23917,FJS,FJS
23918,FO7,FO7
23919,FO5,FO5
23920,FO4,FO4
23921,FOY,FOY
23922,FP0,FP0
23923,FPZ,FPZ
23924,FPX,FPX
23925,FPW,FPW
23926,FPU,FPU
23927,FPT,FPT
23928,JOE,JOE
23929,FJ2,FJ2
23930,FJ3,FJ3
23931,FJ4,FJ4
23932,FJ5,FJ5
23933,FI4,FI4
23934,FI1,FI1
23935,JNJ,JNJ
23936,JNK,JNK
23937,FHV,FHV
23938,JNM,JNM
23939,JNN,JNN
23940,FHK,FHK
23941,FHJ,FHJ
23942,FHG,FHG
23943,JNO,JNO
23944,JNP,JNP
23945,FHF,FHF
23946,FIG,FIG
23947,FIJ,FIJ
23948,JNY,JNY
23949,FJM,FJM
23950,FJJ,FJJ
23951,FJH,FJH
23952,FJG,FJG
23953,FJE,FJE
23954,FJ7,FJ7
23955,FJ6,FJ6
23956,F03,F03
23957,F0E,F0E
23958,JKP,JKP
23959,F5B,F5B
23960,JLJ,JLJ
23961,F62,F62
23962,F5Z,F5Z
23963,F5Y,F5Y
23964,F5Q,F5Q
23965,F5P,F5P
23966,F5M,F5M
23967,F5J,F5J
23968,JLK,JLK
23969,F5G,F5G
23970,F5E,F5E
23971,F59,F59
23972,F69,F69
23973,F55,F55
23974,F64,F64
23975,F65,F65
23976,F67,F67
23977,F72,F72
23978,F71,F71
23979,F6Z,F6Z
23980,F6Y,F6Y
23981,F6W,F6W
23982,F6M,F6M
23983,JNA,JNA
23984,F76,F76
23985,F77,F77
23986,F8M,F8M
23987,F8P,F8P
23988,F20,F20
23989,F1Z,F1Z
23990,F1Y,F1Y
23991,F1W,F1W
23992,F1S,F1S
23993,F51,F51
23994,F81,F81
23995,JL4,JL4
23996,JL5,JL5
23997,JL7,JL7
23998,F7L,F7L
23999,JLD,JLD
24000,F7J,F7J
24001,JLH,JLH
24002,F7A,F7A
24003,F79,F79
24004,F8A,F8A
24005,F78,F78
24006,F97,F97
24007,F94,F94
24008,F92,F92
24009,F8V,F8V
24010,F8S,F8S
24011,F6E,F6E
24012,F9B,F9B
24013,JOT,JOT
24014,ESK,ESK
24015,ESH,ESH
24016,ESJ,ESJ
24017,JOQ,JOQ
24018,ETB,ETB
24019,ET8,ET8
24020,ET5,ET5
24021,ET0,ET0
24022,ESW,ESW
24023,ESQ,ESQ
24024,ESN,ESN
24025,ESM,ESM
24026,EZN,EZN
24027,F0T,F0T
24028,EZB,EZB
24029,EZ5,EZ5
24030,JOS,JOS
24031,EYY,EYY
24032,EYP,EYP
24033,EYN,EYN
24034,EZS,EZS
24035,F0S,F0S
24036,F0Q,F0Q
24037,F0K,F0K
24038,F0H,F0H
24039,ESG,ESG
24040,ERK,ERK
24041,ERN,ERN
24042,ERW,ERW
24043,EUN,EUN
24044,JNB,JNB
24045,EU5,EU5
24046,EU2,EU2
24047,EU1,EU1
24048,ETW,ETW
24049,ETU,ETU
24050,ETT,ETT
24051,EUR,EUR
24052,ETR,ETR
24053,EVQ,EVQ
24054,EVN,EVN
24055,EVK,EVK
24056,EV6,EV6
24057,EV5,EV5
24058,EV4,EV4
24059,EUT,EUT
24060,EVV,EVV
24061,JND,JND
24062,JOJ,JOJ
24063,JON,JON
24064,ERZ,ERZ
24065,JOP,JOP
24066,FPK,FPK-like
24067,N80,FPK-like
24068,FPH,FPH
24069,DJZ,DJZ
24070,JK3,JK3
24071,JJX,JJX
24072,T42,T42
24073,JJZ,JJZ
24074,T40,T40
24075,T3S,T3S
24076,T3D,T3D
24077,T35,T35
24078,JK1,JK1
24079,T6D,T6D
24080,T4F,T4F
24081,JK2,JK2
24082,T65,T65
24083,JHS,JHS
24084,JKB,JKB
24085,T62,T62
24086,T5P,T5P
24087,T5M,T5M
24088,T5J,T5J
24089,T5F,T5F
24090,T5E,T5E
24091,T57,T57
24092,T53,T53
24093,T51,T51
24094,T50,T50
24095,T6E,T6E
24096,TAE,TAE
24097,JJS,JJS
24098,T90,T90
24099,FF3,FF3
24100,FF1,FF1
24101,JFS,JFS
24102,FEX,FEX
24103,FHA,FHA
24104,FEQ,FEQ
24105,FEN,FEN
24106,FEK,FEK
24107,FED,FED
24108,FEP,FEP
24109,LJ9,LJ9
24110,T8N,T8N
24111,JFV,JFV
24112,T8G,T8G
24113,T76,T76
24114,T6Z,T6Z
24115,JFY,JFY
24116,T93,T93
24117,TAB,TAB
24118,JHA,JHA
24119,JHG,JHG
24120,JJQ,JJQ
24121,T94,T94
24122,T4G,T4G
24123,JJ4,JJ4
24124,FDI,FDI
24125,SUY,SUY
24126,TC8,TC8
24127,TC5,TC5
24128,KBF,KBF
24129,T2P,T2P
24130,STS,STS
24131,STF,STF
24132,STB,STB
24133,J35,J35
24134,ST7,ST7
24135,ST4,ST4
24136,STX,STX
24137,SUW,SUW
24138,JJB,JJB
24139,L6B,L6B
24140,SUM,SUM
24141,L5Y,L5Y
24142,L61,L61
24143,SUD,SUD
24144,SUB,SUB
24145,SU0,SU0
24146,L62,L62
24147,SRN,SRN
24148,SRD,SRD
24149,SRB,SRB
24150,TCG,TCG
24151,TCM,TCM
24152,TCN,TCN
24153,TCO,TCO
24154,TDE,TDE
24155,TD1,TD1
24156,TDU,TDU
24157,JJD,JJD
24158,TDV,TDV
24159,TET,TET
24160,TEN,TEN
24161,JJE,JJE
24162,TEC,TEC
24163,TE6,TE6
24164,TE2,TE2
24165,TE1,TE1
24166,TCV,TCV
24167,TBT,TBT
24168,TBQ,TBQ
24169,TBL,TBL
24170,TBH,TBH
24171,TBC,TBC
24172,TAZ,TAZ
24173,TBV,TBV
24174,TBX,TBX
24175,JJG,JJG
24176,JJH,JJH
24177,FDH,FDH
24178,FDN,FDN
24179,FP7,FP7
24180,FD5,FD5
24181,FC2,FC2
24182,FC1,FC1
24183,FBU,FBU
24184,FBT,FBT
24185,FBR,FBR
24186,FBQ,FBQ
24187,FBO,FBO
24188,FBN,FBN
24189,FBL,FBL
24190,FBK,FBK
24191,FC9,FC9
24192,FD4,FD4
24193,FAC,FAC
24194,FD3,FD3
24195,FD2,FD2
24196,FD1,FD1
24197,FCX,FCX
24198,FCV,FCV
24199,FCS,FCS
24200,FCQ,FCQ
24201,FCP,FCP
24202,FCM,FCM
24203,JGM,JGM
24204,JGV,JGV
24205,FC3,FC3
24206,FC4,FC4
24207,FC5,FC5
24208,FH9,FH9
24209,FML,FML
24210,FMK,FMK
24211,FMJ,FMJ
24212,FMH,FMH
24213,JKN,JKN
24214,FMD,FMD
24215,FM8,FM8
24216,FM7,FM7
24217,FM4,FM4
24218,FMW,FMW
24219,FNT,FNT
24220,FNP,FNP
24221,FNK,FNK
24222,JGB,JGB
24223,FNH,FNH
24224,FND,FND
24225,FNB,FNB
24226,FNA,FNA
24227,FN5,FN5
24228,FMY,FMY
24229,F9E,F9E
24230,JGJ,JGJ
24231,FHD,FHD
24232,FBD,FBD
24233,FA9,FA9
24234,FDQ,FDQ
24235,FGQ,FGQ
24236,FFE,FFE
24237,JFJ,JFJ
24238,FF8,FF8
24239,FG9,FG9
24240,FH5,FH5
24241,FH4,FH4
24242,FH3,FH3
24243,FH1,FH1
24244,FGZ,FGZ
24245,FGW,FGW
24246,FGV,FGV
24247,FGM,FGM
24248,FA2,FA2
24249,FGF,FGF
24250,FGE,FGE
24251,FF7,FF7
24252,FF5,FF5
24253,FF4,FF4
24254,FE5,FE5
24255,JFK,JFK
24256,FDZ,FDZ
24257,FDY,FDY
24258,FDV,FDV
24259,FDT,FDT
24260,FFF,FFF
24261,FFG,FFG
24262,FFJ,FFJ
24263,FFS,FFS
24264,F9W,F9W
24265,F9V,F9V
24266,JGY,JGY
24267,F9Q,F9Q
24268,F9G,F9G
24269,FAF,FAF
24270,FBG,FBG
24271,JGZ,JGZ
24272,FB6,FB6
24273,FB5,FB5
24274,FB0,FB0
24275,FAZ,FAZ
24276,JF0,JF0
24277,FAV,FAV
24278,FAP,FAP
24279,FAM,FAM
24280,FAL,FAL
24281,JFA,JFA
24282,FD9,FD9
24283,FG5,FG5
24284,FG1,FG1
24285,FFY,FFY
24286,FFV,FFV
24287,F25,F25
24288,F29,F29
24289,JL2,JL2
24290,FSR,FSR
24291,FS0,FS0
24292,FSS,FSS
24293,FTI,FTI
24294,FTH,FTH
24295,J5W,J5W
24296,FTD,FTD
24297,FTB,FTB
24298,FT7,FT7
24299,FT4,FT4
24300,FSZ,FSZ
24301,FSY,FSY
24302,FR0,FR0
24303,FRK,FRK
24304,FQM,FQM
24305,FQK,FQK
24306,FQJ,FQJ
24307,FQG,FQG
24308,J5Y,J5Y
24309,FR1,FR1
24310,FR2,FR2
24311,FRV,FRV
24312,FRT,FRT
24313,FRS,FRS
24314,J5Z,J5Z
24315,J5V,J5V
24316,FS2,FS2
24317,FS7,FS7
24318,FS8,FS8
24319,G4N,G4N
24320,G4K,G4K
24321,G4H,G4H
24322,G4E,G4E
24323,G4A,G4A
24324,J71,J71
24325,J6V,J6V
24326,J5L,J5L
24327,G44,G44
24328,G43,G43
24329,J5M,J5M
24330,G40,G40
24331,G3Z,G3Z
24332,G3X,G3X
24333,J5P,J5P
24334,G4B,G4B
24335,J5Q,J5Q
24336,FSN,FSN
24337,FSM,FSM
24338,FSL,FSL
24339,FSH,FSH
24340,FSG,FSG
24341,FS9,FS9
24342,FRL,FRL
24343,FRE,FRE
24344,G3W,G3W
24345,FU9,FU9
24346,FXM,FXM
24347,FXI,FXI
24348,FXH,FXH
24349,FXG,FXG
24350,FXA,FXA
24351,FX4,FX4
24352,FX2,FX2
24353,FVV,FVV
24354,FVS,FVS
24355,FUH,FUH
24356,FUE,FUE
